"","id","name"
"1","1","No in-stream disturbance"
"2","2","Disturbance only related to adding fish habitat"
"3","3","Unmaintained stream crossings"
"4","4","Flow modifications (elevated culverts, diversion structures)"
"5","5","Dredging, gravel mining, maintenance of stream crossings"
"6","6","None of the above"
