"","id","name"
"1","1","= 10 ft"
"2","2","9 ft"
"3","3","8 ft"
"4","4","7 ft"
"5","5","6 ft"
"6","6","5 ft"
"7","7","4 ft"
"8","8","3 ft"
"9","9","2 ft"
"10","10","1 ft"
"11","11","< 1 ft"
