"","id","name"
"1","1","0-25"
"2","2","26-75"
"3","3","76-125"
"4","4","126-175"
"5","5","176-225"
"6","6","226-275"
"7","7","276-325"
"8","8","326-375"
"9","9","376-425"
"10","10","426-475"
"11","11","476-525"
"12","12","526-575"
"13","13","576-625"
"14","14","626-675"
"15","15","676-725"
"16","16","726-775"
